response_id	property_id	stay_date_weekday	season	purpose	channel	loyalty_tier	room_type	stay_nights	lead_time_days	rate_usd	issue_reported	cleanliness_score	staff_friendliness_score	checkin_score	room_comfort_score	value_for_money_score	wifi_score	breakfast_score	noise_level_score	problem_resolution_score	overall_satisfaction_score	likelihood_to_recommend	comment_text
R000178	H002	Mon	Fall	Leisure	Direct	Gold	Standard	1	12	190.12	0	2	4	4	4	7	4	8	1	5	5	6	quiet at night; could be better
R000179	H012	Wed	Spring	Leisure	OTA	None	Standard	7	42	103.86	0	4	3	3	4	3	3	3	4	4	4	4	breakfast was crowded; needs improvement
R000180	H011	Thu	Summer	Leisure	OTA	Silver	Standard	1	26	220.6	0	4	6	3	6	3	4	9	6	6	5	5	quiet at night; bathroom could be cleaner; okay overall
R000181	H002	Thu	Winter	Leisure	OTA	Gold	Standard	6	13	80.0	0	4	5	4	4	7	2	5	5	5	5	4	front desk was unhelpful; okay overall
R000182	H013	Tue	Summer	Leisure	OTA	Silver	Premium	3	29	258.02	0	6	7	7	3	5	7	8	4	7	6	6	hallways felt dirty; met expectations
R000183	H002	Mon	Fall	Business	Direct	None	Premium	2	17	149.55	1	3	4	3	2	2	1	1	2	4	1	1	long line at check-in; won’t be back
R000184	H014	Wed	Fall	Business	OTA	None	Standard	4	13	80.0	0	4	6	8	5	5	5	9	6	6	5	5	check-in was quick; great view from the room; okay overall
R000185	H005	Sat	Winter	Leisure	Direct	None	Suite	7	11	174.02	0	10	10	9	8	7	9	6	10	10	9	8	good value; would definitely return
R000186	H003	Sat	Fall	Leisure	Corporate	None	Standard	5	22	176.01	0	5	7	7	5	6	5	5	6	6	6	7	good coffee; okay overall
R000187	H002	Tue	Winter	Business	Direct	Silver	Standard	1	11	171.14	0	1	5	5	3	3	2	1	2	1	3	3	wifi was weak in the room; hallways felt dirty; not what I expected
R000188	H010	Fri	Summer	Business	OTA	None	Premium	6	20	257.78	0	5	6	7	6	4	5	7	3	9	5	6	bathroom could be cleaner; okay overall
R000189	H005	Sun	Summer	Leisure	Corporate	None	Standard	6	29	197.85	0	9	8	8	8	10	10	7	8	10	9	10	breakfast was crowded; highly recommend
R000190	H010	Tue	Summer	Business	OTA	None	Standard	7	19	222.77	0	7	6	6	6	6	7	5	5	8	5	4	noise from hallway; okay overall
R000191	H018	Mon	Spring	Leisure	OTA	Diamond	Standard	2	42	160.08	0	7	9	8	9	7	5	10	6	8	8	8	reasonable rate; okay overall
R000192	H017	Mon	Summer	Business	OTA	None	Standard	6	18	200.62	0	3	5	3	2	5	1	2	2	5	2	2	fees felt high; needs improvement
R000193	H016	Tue	Summer	Business	Direct	None	Standard	3	34	96.49	0	5	6	8	8	8	7	10	8	7	7	7	room was spotless; AC was loud; met expectations
R000194	H010	Sat	Summer	Leisure	OTA	Silver	Standard	3	30	190.49	0	6	7	9	7	7	4	8	6	6	7	8	bed was comfortable; met expectations
R000195	H003	Sat	Summer	Business	Corporate	None	Standard	5	36	129.51	1	4	5	4	3	4	3	6	6	5	4	4	good value; not what I expected
R000196	H009	Thu	Summer	Business	Group	Diamond	Premium	4	42	254.18	0	7	7	4	6	8	8	5	4	10	7	7	good coffee; could be better
R000197	H001	Wed	Spring	Leisure	OTA	None	Premium	2	0	179.53	0	2	3	3	6	1	3	1	3	4	3	3	issue was resolved quickly; won’t be back
R000198	H003	Sat	Winter	Leisure	Direct	Silver	Standard	2	21	214.77	0	3	8	4	4	4	5	4	4	8	6	6	breakfast was crowded; cleaning was excellent; met expectations
R000199	H007	Tue	Summer	Business	Corporate	Silver	Standard	5	17	190.74	0	6	7	7	4	4	3	7	10	4	5	4	wifi kept dropping; reasonable rate; met expectations
R000200	H014	Tue	Summer	Business	OTA	Gold	Standard	7	19	283.38	0	7	8	6	9	7	4	8	7	7	6	5	long line at check-in; met expectations
R000201	H016	Mon	Spring	Leisure	Direct	Silver	Standard	2	13	81.38	0	9	7	9	8	7	9	8	6	9	9	7	keys didn’t work at first; highly recommend
R000202	H013	Sat	Winter	Leisure	Direct	Gold	Standard	4	11	168.17	0	8	8	8	6	7	4	9	7	5	7	7	great view from the room; could be better
R000203	H006	Fri	Fall	Business	Direct	None	Standard	3	5	117.39	0	3	2	3	2	1	1	4	3	4	2	2	took too long to address; not what I expected
R000204	H015	Fri	Fall	Business	OTA	Silver	Premium	2	19	80.0	0	8	6	4	6	8	8	7	10	9	7	7	check-in was quick; wifi was fast; okay overall
R000205	H020	Fri	Summer	Business	Direct	Gold	Standard	6	29	113.5	0	6	8	6	5	6	3	8	6	10	7	8	good value; okay overall
R000206	H014	Tue	Fall	Business	Direct	Silver	Standard	6	12	245.32	0	9	8	10	9	7	10	8	10	6	9	10	hallways felt dirty; great stay overall
R000207	H016	Wed	Fall	Business	Direct	Silver	Standard	4	14	173.19	0	10	9	9	7	10	8	6	9	8	9	10	check-in was quick; hallways felt dirty; highly recommend
R000208	H018	Sat	Summer	Leisure	Group	None	Premium	4	10	161.81	0	7	6	2	6	2	4	7	5	2	5	6	wifi was weak in the room; room felt small; okay overall
R000209	H015	Sun	Spring	Business	Direct	None	Standard	3	6	221.41	0	4	5	3	4	2	4	3	5	5	3	5	could hear neighbors; won’t be back
R000210	H018	Thu	Summer	Business	Direct	None	Premium	7	15	181.93	0	4	6	5	6	4	3	1	4	2	5	6	good coffee; cleaning was excellent; could be better
R000211	H006	Mon	Fall	Leisure	OTA	None	Premium	7	22	211.8	0	4	3	2	6	3	3	4	1	3	3	2	breakfast was crowded; needs improvement
R000212	H007	Sun	Summer	Leisure	Direct	None	Standard	1	33	194.37	0	5	5	5	8	5	6	8	6	7	7	8	wifi was weak in the room; noise from hallway; okay overall
R000213	H004	Wed	Winter	Business	Group	None	Standard	6	4	207.56	0	6	4	3	4	5	3	4	3	2	4	5	front desk was unhelpful; won’t be back
R000214	H004	Wed	Fall	Leisure	Group	Silver	Standard	3	18	148.02	0	5	6	4	5	4	4	6	3	1	5	5	noise from hallway; met expectations
R000215	H012	Mon	Fall	Leisure	OTA	Gold	Standard	5	32	237.83	0	7	7	10	7	4	10	9	7	9	7	9	room felt small; met expectations
R000216	H019	Mon	Spring	Leisure	OTA	Silver	Standard	7	4	102.27	0	3	5	5	5	6	2	4	1	3	4	4	keys didn’t work at first; internet was reliable; needs improvement
R000217	H005	Fri	Fall	Business	OTA	Silver	Standard	3	33	169.84	0	9	6	9	10	7	8	9	8	5	8	9	issue was resolved quickly; could be better
R000218	H015	Fri	Summer	Business	Direct	None	Premium	4	13	240.82	1	4	3	5	3	2	2	8	4	5	3	3	wifi kept dropping; needs improvement
R000219	H002	Tue	Fall	Leisure	Direct	None	Standard	5	27	165.76	0	1	5	5	4	2	5	7	4	1	3	3	took too long to address; needs improvement
R000220	H020	Tue	Fall	Business	Direct	Silver	Standard	3	15	149.15	0	8	10	7	7	7	10	7	5	10	9	9	breakfast was great; would definitely return
R000221	H011	Thu	Winter	Business	Direct	Gold	Standard	2	24	312.31	0	8	8	5	7	5	9	10	5	7	7	6	good value; could be better
R000222	H010	Thu	Fall	Business	OTA	Gold	Standard	5	37	260.12	0	5	7	9	8	6	6	8	7	9	7	7	room felt small; okay overall
R000223	H008	Wed	Spring	Leisure	Direct	Silver	Standard	2	17	183.5	0	2	3	3	1	4	4	3	4	2	3	5	great service from the team; room felt small; not what I expected
R000224	H020	Tue	Fall	Leisure	Direct	Gold	Standard	5	30	116.77	0	10	10	10	10	9	10	10	10	10	10	10	good value; great stay overall
R000225	H009	Sat	Fall	Business	OTA	Gold	Standard	2	21	80.0	0	8	6	5	6	6	4	9	2	6	6	6	long line at check-in; issue was resolved quickly; okay overall
R000226	H003	Sun	Fall	Leisure	OTA	Gold	Standard	1	9	217.52	0	6	5	4	5	1	6	3	4	8	5	4	fees felt high; could be better
R000227	H012	Wed	Fall	Business	Direct	Gold	Standard	1	16	250.95	0	8	7	10	9	5	8	8	7	10	8	6	reasonable rate; could be better
R000228	H012	Fri	Fall	Leisure	Direct	None	Standard	2	16	198.75	0	6	5	8	8	5	3	6	2	7	6	6	wifi kept dropping; okay overall
R000229	H015	Sat	Spring	Leisure	Direct	None	Standard	1	1	80.0	0	7	8	6	9	9	10	10	7	3	7	6	problem wasn’t resolved; okay overall
R000230	H010	Mon	Spring	Business	Direct	None	Premium	3	24	184.62	0	3	9	9	6	9	6	6	5	5	7	6	noise from hallway; check-in was quick; could be better
R000231	H006	Sun	Winter	Business	Corporate	Silver	Standard	3	26	145.79	0	4	5	8	6	4	3	6	7	6	5	3	keys didn’t work at first; could hear neighbors; met expectations
R000232	H001	Thu	Fall	Business	Group	Gold	Premium	2	28	184.7	0	7	9	5	10	7	7	7	9	6	8	7	reasonable rate; okay overall
R000233	H020	Thu	Summer	Leisure	OTA	None	Standard	4	35	291.61	1	6	5	4	5	5	8	7	9	7	5	5	reasonable rate; could be better
R000234	H004	Thu	Summer	Leisure	OTA	None	Standard	3	29	222.36	0	4	2	4	4	3	5	10	1	2	4	6	wifi was weak in the room; won’t be back
R000235	H008	Tue	Spring	Leisure	Corporate	Gold	Standard	1	11	209.56	1	4	6	6	7	2	8	2	7	3	4	4	fees felt high; not what I expected
R000236	H004	Sat	Summer	Leisure	OTA	None	Premium	3	13	172.28	0	5	5	5	7	6	6	6	3	7	6	6	room was spotless; okay overall
R000237	H005	Sat	Summer	Business	Direct	Gold	Standard	1	28	199.87	0	6	8	8	7	1	6	7	9	9	6	5	could hear neighbors; bathroom could be cleaner; met expectations
R000238	H002	Mon	Fall	Leisure	Direct	None	Standard	6	23	131.62	0	2	5	3	3	2	5	1	1	3	3	2	AC was loud; good coffee; needs improvement
R000239	H007	Thu	Fall	Business	OTA	None	Standard	4	18	208.3	0	5	5	7	6	5	3	5	5	5	6	5	street noise was noticeable; internet was reliable; could be better
R000240	H019	Sun	Summer	Business	OTA	None	Standard	5	8	163.4	1	4	5	3	7	6	6	5	8	3	4	4	front desk was unhelpful; won’t be back
R000241	H005	Sun	Fall	Leisure	Direct	None	Standard	1	12	125.66	0	7	10	6	7	7	7	10	7	8	7	5	bed was comfortable; met expectations
R000242	H020	Fri	Winter	Leisure	Direct	None	Premium	4	25	223.9	0	7	10	5	9	10	7	7	8	9	10	9	maintenance fixed it; great stay overall
R000243	H013	Tue	Winter	Business	Direct	None	Standard	6	0	80.0	0	3	4	3	3	4	2	7	4	1	3	3	took too long to address; needs improvement
R000244	H018	Wed	Summer	Business	Direct	None	Suite	2	0	142.32	0	9	8	10	9	6	5	7	10	10	8	8	room felt small; wifi was weak in the room; met expectations
R000245	H013	Tue	Summer	Leisure	OTA	None	Premium	7	26	211.8	0	7	7	6	9	8	5	8	4	7	7	7	overpriced for what you get; wifi was fast; met expectations
R000246	H020	Sat	Winter	Leisure	OTA	Gold	Suite	3	12	248.48	0	9	10	7	10	6	9	10	9	7	9	10	took too long to address; highly recommend
R000247	H012	Sat	Spring	Leisure	OTA	None	Premium	1	24	203.3	0	2	4	2	4	1	3	4	3	1	3	3	front desk was unhelpful; needs improvement
R000248	H017	Sun	Summer	Business	Direct	None	Standard	2	37	134.67	1	4	4	3	5	7	4	4	2	5	5	6	reasonable rate; AC was loud; okay overall
R000249	H001	Mon	Winter	Business	Direct	None	Standard	4	6	171.94	0	5	4	5	4	5	3	3	1	5	5	3	wifi kept dropping; could be better
R000250	H019	Sun	Spring	Business	Corporate	Diamond	Standard	7	0	192.48	0	6	9	7	8	5	9	8	6	7	7	8	breakfast was crowded; bathroom could be cleaner; okay overall
R000251	H001	Sun	Summer	Leisure	OTA	Gold	Premium	4	15	268.63	1	7	5	6	6	8	7	4	4	7	7	7	breakfast was crowded; met expectations
R000252	H004	Fri	Fall	Leisure	Direct	Diamond	Standard	2	10	230.24	0	7	7	7	8	8	7	6	6	8	7	6	reasonable rate; good coffee; okay overall
R000253	H015	Sun	Spring	Business	Direct	Diamond	Premium	3	18	230.68	0	7	7	7	3	5	5	8	1	8	5	6	check-in was quick; okay overall
R000254	H006	Thu	Winter	Business	Corporate	None	Standard	7	24	178.93	0	2	1	4	4	1	1	1	5	4	3	3	breakfast was great; needs improvement
R000255	H001	Wed	Winter	Business	Corporate	Silver	Standard	7	22	110.74	0	6	4	4	3	7	6	5	4	1	5	5	took too long to address; met expectations
R000256	H018	Tue	Winter	Leisure	Corporate	None	Standard	5	19	90.64	0	7	7	6	6	4	6	7	3	1	5	6	front desk was unhelpful; okay overall
R000257	H011	Mon	Fall	Leisure	OTA	Gold	Standard	7	31	156.92	0	4	7	6	4	4	3	7	3	2	6	6	bed was comfortable; room was spotless; okay overall
R000258	H010	Mon	Spring	Business	OTA	None	Standard	6	26	216.97	0	4	6	8	7	5	5	10	6	5	6	7	noise from hallway; met expectations
R000259	H007	Fri	Winter	Business	OTA	None	Standard	3	16	144.89	1	4	3	5	1	1	3	3	3	2	2	2	breakfast was crowded; front desk was unhelpful; won’t be back
R000260	H015	Wed	Fall	Leisure	Direct	Diamond	Standard	7	26	209.33	0	4	4	7	4	6	7	6	6	6	4	3	could hear neighbors; great view from the room; not what I expected
R000261	H007	Mon	Fall	Business	OTA	Gold	Standard	1	0	127.32	0	7	7	5	7	7	5	9	5	10	8	7	hallways felt dirty; okay overall
R000262	H012	Mon	Winter	Leisure	OTA	Diamond	Premium	6	31	136.57	1	9	5	3	5	10	4	9	5	7	6	5	great service from the team; wifi was fast; met expectations
R000263	H003	Fri	Spring	Business	Direct	None	Standard	5	18	259.48	0	4	6	6	2	3	1	6	3	8	5	5	reasonable rate; met expectations
R000264	H007	Sun	Fall	Business	Corporate	None	Standard	5	4	221.01	0	6	4	3	6	6	5	5	4	3	5	5	mobile check-in worked well; met expectations
R000265	H001	Wed	Summer	Leisure	OTA	None	Standard	7	13	156.61	0	2	3	5	4	2	3	3	2	4	2	2	room felt small; won’t be back
R000266	H006	Sat	Fall	Business	Direct	None	Standard	2	30	125.17	1	5	6	4	4	7	3	3	6	5	5	4	breakfast was crowded; okay overall
R000267	H008	Sun	Winter	Business	Direct	Silver	Standard	2	9	231.93	0	8	7	3	1	5	1	7	2	2	4	2	took too long to address; bed was comfortable; won’t be back
R000268	H015	Fri	Fall	Business	Corporate	None	Standard	5	23	227.59	0	6	8	6	6	4	5	8	4	4	6	6	check-in was quick; noise from hallway; could be better
R000269	H017	Fri	Winter	Business	Group	Gold	Standard	6	29	213.35	0	6	7	6	9	7	5	7	6	4	6	7	wifi was weak in the room; could be better
R000270	H011	Fri	Spring	Business	OTA	None	Standard	1	18	164.33	0	4	4	5	5	1	8	5	4	6	5	5	room felt small; could be better
R000271	H019	Sun	Fall	Business	Group	Silver	Standard	4	8	109.32	1	5	5	4	4	4	4	4	4	3	3	3	hallways felt dirty; needs improvement
R000272	H008	Wed	Summer	Business	Corporate	Gold	Premium	3	17	174.11	0	3	7	3	7	7	7	3	5	2	5	6	breakfast was crowded; could be better
R000273	H010	Sat	Winter	Business	Corporate	Silver	Standard	6	1	259.46	0	10	10	10	10	7	9	10	10	10	9	10	overpriced for what you get; great stay overall
R000274	H013	Wed	Spring	Leisure	Corporate	None	Standard	7	12	120.46	0	6	6	9	7	7	7	5	6	10	7	8	internet was reliable; AC was loud; could be better
R000275	H004	Tue	Fall	Leisure	OTA	None	Standard	1	5	177.85	1	4	3	5	5	2	6	7	5	4	4	5	noise from hallway; bathroom could be cleaner; needs improvement
R000276	H009	Sat	Winter	Business	Corporate	None	Premium	5	17	273.15	0	8	4	7	7	1	5	7	3	4	7	6	mobile check-in worked well; breakfast was great; met expectations
R000277	H018	Sat	Spring	Business	OTA	Gold	Standard	6	3	156.75	0	6	8	4	5	6	5	10	5	2	7	7	bathroom could be cleaner; long line at check-in; okay overall
R000278	H010	Sat	Winter	Business	Corporate	Silver	Premium	2	19	167.35	0	9	8	10	9	10	6	10	7	10	10	10	quiet at night; highly recommend
R000279	H019	Sun	Winter	Leisure	Direct	None	Premium	7	32	93.98	0	5	5	6	5	4	4	3	4	4	5	5	long line at check-in; could be better
R000280	H014	Sat	Fall	Leisure	Corporate	Diamond	Suite	7	32	212.39	0	9	8	5	10	7	10	9	10	9	8	8	took too long to address; breakfast was crowded; okay overall
R000281	H004	Thu	Winter	Business	Group	Silver	Premium	2	3	130.56	0	6	9	4	5	3	2	5	4	6	5	5	wifi was weak in the room; met expectations
R000282	H010	Sun	Summer	Business	Direct	Gold	Standard	1	10	81.72	0	10	10	8	10	8	10	9	7	10	9	9	breakfast was great; great stay overall
R000283	H008	Tue	Summer	Business	Group	None	Premium	5	28	117.79	0	2	6	4	1	1	3	1	3	2	3	3	good coffee; needs improvement
R000284	H019	Mon	Winter	Business	OTA	Diamond	Premium	7	26	187.51	0	8	7	8	7	7	8	5	8	5	7	6	good coffee; okay overall
R000285	H007	Thu	Summer	Leisure	Direct	None	Standard	5	11	80.19	0	5	6	4	6	6	1	4	3	4	5	5	AC was loud; could hear neighbors; okay overall
R000286	H010	Fri	Spring	Business	Direct	None	Standard	6	12	91.85	0	7	6	5	6	4	5	5	5	6	6	5	good value; met expectations
R000287	H014	Fri	Fall	Business	Corporate	Gold	Premium	6	19	208.56	0	8	7	9	6	7	9	9	10	10	7	7	hallways felt dirty; met expectations
R000288	H020	Sat	Fall	Business	OTA	Gold	Standard	2	0	170.66	0	7	5	8	4	7	5	6	6	6	6	5	front desk was unhelpful; met expectations
R000289	H011	Mon	Fall	Business	Direct	Silver	Premium	1	24	120.16	0	8	6	3	5	2	3	5	5	8	6	6	reasonable rate; could be better
R000290	H017	Sat	Spring	Business	OTA	None	Standard	1	31	155.72	0	3	5	4	5	6	5	6	1	3	4	3	limited breakfast options; won’t be back
R000291	H003	Fri	Fall	Leisure	Direct	None	Standard	7	13	279.29	0	4	3	3	2	2	3	3	2	1	2	3	AC was loud; not what I expected
R000292	H018	Sun	Summer	Business	OTA	Gold	Standard	7	1	251.9	1	5	6	7	4	5	4	6	6	4	5	5	could hear neighbors; wifi was fast; could be better
R000293	H005	Wed	Spring	Leisure	Corporate	Gold	Standard	6	35	168.55	1	9	10	10	10	9	10	10	10	10	9	8	could hear neighbors; would definitely return
R000294	H016	Fri	Winter	Business	OTA	None	Standard	1	21	223.97	0	7	7	7	6	2	6	9	5	10	7	7	limited breakfast options; met expectations
R000295	H011	Sat	Winter	Leisure	Corporate	None	Premium	7	27	182.26	1	4	5	3	5	2	4	7	5	6	3	4	room felt small; won’t be back
R000296	H013	Thu	Spring	Leisure	OTA	Silver	Standard	7	2	80.0	0	8	9	8	6	6	5	8	7	2	6	6	staff was friendly; room was spotless; could be better
R000297	H002	Tue	Spring	Leisure	Group	Gold	Standard	6	2	80.0	0	3	4	2	5	7	4	4	1	6	6	6	room was spotless; could be better
R000298	H011	Mon	Fall	Leisure	Direct	None	Standard	3	23	120.44	0	3	7	8	3	2	7	4	7	7	4	3	breakfast was great; street noise was noticeable; won’t be back
R000299	H002	Mon	Fall	Leisure	Direct	Silver	Standard	1	30	80.45	0	7	5	3	5	5	7	3	6	5	6	6	room felt small; breakfast was great; could be better
R000300	H012	Thu	Winter	Leisure	Direct	Diamond	Suite	3	4	191.29	0	6	4	5	8	6	5	5	8	9	6	5	front desk was unhelpful; could be better
R000301	H009	Fri	Fall	Leisure	OTA	None	Standard	2	17	142.0	0	5	1	5	4	2	1	1	3	4	3	1	good value; needs improvement
R000302	H005	Fri	Summer	Business	OTA	Silver	Standard	5	0	200.52	0	5	9	6	4	7	4	3	5	8	6	5	wifi was weak in the room; met expectations
R000303	H010	Fri	Summer	Business	Corporate	Silver	Premium	7	10	201.44	0	9	5	10	7	9	5	9	6	5	6	7	AC was loud; could be better
R000304	H005	Mon	Fall	Business	Direct	Silver	Standard	4	15	216.4	0	6	6	7	6	7	7	8	9	3	7	8	limited breakfast options; met expectations
R000305	H002	Tue	Summer	Leisure	Direct	Gold	Standard	1	24	119.16	0	3	5	3	5	3	3	4	1	4	3	4	long line at check-in; street noise was noticeable; needs improvement
R000306	H001	Sat	Summer	Business	OTA	Silver	Standard	3	0	205.94	1	5	3	7	5	4	7	7	5	3	3	3	cleaning was excellent; needs improvement
R000307	H007	Sat	Spring	Business	Group	Silver	Standard	6	34	117.67	1	5	5	4	7	4	4	7	6	6	4	2	noise from hallway; won’t be back
R000308	H015	Fri	Spring	Leisure	Direct	None	Premium	5	16	217.68	0	7	5	6	8	8	4	6	7	6	6	6	breakfast was great; could be better
R000309	H012	Sat	Fall	Business	Direct	Gold	Standard	1	34	248.36	0	8	8	9	8	8	9	9	7	8	8	10	staff was friendly; could be better
R000310	H003	Sun	Spring	Business	Direct	None	Standard	3	26	218.39	1	2	4	6	2	3	3	4	6	4	3	2	good value; won’t be back
R000311	H009	Sun	Winter	Business	OTA	None	Standard	3	28	164.38	0	3	2	5	6	6	7	2	8	7	4	2	front desk was unhelpful; not what I expected
R000312	H012	Fri	Spring	Business	Direct	Silver	Premium	1	42	209.01	0	3	4	5	5	5	3	6	4	5	4	3	breakfast was crowded; not what I expected
R000313	H005	Wed	Summer	Business	Direct	Silver	Standard	3	9	83.0	1	9	7	8	9	6	10	7	8	4	8	9	maintenance fixed it; okay overall
R000314	H003	Mon	Spring	Business	OTA	Diamond	Standard	6	20	80.0	0	4	6	8	3	6	5	5	6	2	5	3	overpriced for what you get; bathroom could be cleaner; could be better
R000315	H005	Fri	Fall	Business	Direct	Gold	Standard	1	6	203.01	0	9	10	10	10	7	7	9	8	10	10	10	breakfast was great; great stay overall
R000316	H002	Thu	Spring	Business	OTA	Gold	Standard	4	17	253.46	0	3	5	2	7	3	1	5	3	7	3	3	overpriced for what you get; mobile check-in worked well; needs improvement
R000317	H005	Tue	Fall	Business	Direct	None	Standard	5	27	101.11	0	7	8	5	5	7	6	8	4	9	7	7	overpriced for what you get; met expectations
R000318	H011	Tue	Summer	Leisure	Group	Silver	Standard	5	32	175.91	0	3	4	3	6	7	4	2	1	3	4	4	breakfast was great; won’t be back
R000319	H017	Sun	Summer	Business	OTA	Diamond	Standard	3	13	201.33	0	9	7	8	8	6	8	8	9	7	8	8	wifi kept dropping; issue was resolved quickly; okay overall
R000320	H018	Mon	Winter	Leisure	Direct	None	Standard	5	4	138.13	0	4	8	5	5	5	4	8	10	7	5	5	staff was friendly; room was spotless; could be better
R000321	H014	Sat	Spring	Leisure	Direct	Gold	Standard	6	19	154.64	0	5	6	5	4	5	3	7	6	6	5	5	slow response from staff; maintenance fixed it; met expectations
R000322	H008	Sun	Fall	Business	OTA	Silver	Standard	5	8	211.79	0	4	4	2	7	5	2	2	3	2	4	5	great view from the room; won’t be back
R000323	H019	Fri	Fall	Business	Corporate	None	Standard	6	11	181.49	0	2	6	3	4	6	2	5	4	5	4	4	could hear neighbors; cleaning was excellent; won’t be back
R000324	H019	Mon	Spring	Business	Direct	Silver	Standard	2	26	181.75	0	7	8	6	9	8	7	9	6	5	8	7	took too long to address; okay overall
R000325	H008	Sat	Fall	Leisure	Direct	None	Premium	1	24	116.06	0	5	4	5	2	5	6	4	1	4	3	3	fees felt high; keys didn’t work at first; not what I expected
R000326	H001	Fri	Fall	Leisure	Direct	None	Standard	7	28	173.13	0	7	10	7	8	4	3	5	5	6	7	8	maintenance fixed it; met expectations
R000327	H009	Wed	Winter	Leisure	OTA	None	Standard	6	14	151.13	0	4	7	5	6	1	2	2	5	5	4	6	room was spotless; won’t be back
R000328	H010	Fri	Summer	Business	Group	None	Standard	4	30	154.34	1	7	8	10	7	6	7	6	6	10	9	9	could hear neighbors; highly recommend
R000329	H014	Tue	Fall	Leisure	OTA	None	Standard	4	18	142.52	0	7	6	5	5	10	7	7	7	10	7	8	great service from the team; okay overall
R000330	H003	Fri	Fall	Business	Direct	Gold	Standard	7	15	173.36	0	6	8	7	7	7	7	7	5	6	8	8	good value; could be better
R000331	H011	Sun	Winter	Leisure	Corporate	None	Premium	7	5	122.9	0	2	5	2	5	3	4	1	1	2	3	3	maintenance fixed it; not what I expected
R000332	H007	Thu	Spring	Business	Corporate	Gold	Standard	6	0	175.73	0	2	5	6	5	3	6	4	4	3	4	5	room felt small; maintenance fixed it; needs improvement
R000333	H010	Sun	Spring	Leisure	Direct	Silver	Standard	5	0	153.1	0	7	7	7	6	6	8	6	5	5	6	8	AC was loud; hallways felt dirty; okay overall
R000334	H001	Thu	Spring	Leisure	Direct	None	Standard	6	21	119.07	0	7	7	4	4	3	9	8	9	6	6	6	issue was resolved quickly; okay overall
R000335	H011	Sat	Winter	Business	OTA	None	Standard	5	7	80.0	0	1	4	1	2	1	1	3	2	1	1	2	overpriced for what you get; won’t be back
